"Date","Brazil_YoY","Canada_QoQ","Chile_YoY","China_YoY","Colombia_YoY","Czech Republic_YoY","Denmark_QoQ","Euro Area_QoQ","France_QoQ","Germany_QoQ","Hungary_YoY","India_YoY","Indonesia_YoY","Israel_YoY","Italy_QoQ","Japan_QoQ","Malaysia_YoY","Mexico_YoY","Netherlands_QoQ","Peru_YoY","Philippines_YoY","Poland_YoY","Romania_YoY","Russia_YoY","South Africa_YoY","South Korea_YoY","Spain_QoQ","Sweden_QoQ","Switzerland_QoQ","Thailand_YoY","Turkey_YoY","United Kingdom_QoQ","United States_QoQ"
2019-01-08,1.58387271,0.64576627,NA,6.58757942,NA,NA,NA,0.01188621,0.13472097,-0.2496621,NA,NA,NA,NA,-0.16488056,0.14996584,NA,1.41730098,NA,NA,NA,NA,NA,1.46035488,1.54354349,1.95528707,0.73957304,NA,0.17976758,NA,-0.69262173,0.24852302,0.74000154
2019-01-09,1.58387271,0.64318273,NA,6.58757942,NA,NA,NA,0.02957079,0.14206707,-0.24429427,NA,NA,NA,NA,-0.15082191,0.14996584,NA,1.41730098,NA,NA,NA,NA,NA,1.46035488,1.55224585,1.95528707,0.73957304,NA,0.17976758,NA,-0.69262173,0.24852302,0.74000154
2019-01-10,1.58387271,0.64137202,NA,6.58757942,NA,NA,NA,0.02501755,0.14032874,-0.24699297,NA,NA,NA,NA,-0.15793318,0.14996584,NA,1.48453276,NA,NA,NA,NA,NA,1.46035488,1.54379069,1.95528707,0.73957304,NA,0.17976758,NA,-0.69262173,0.24852302,0.74000154
2019-01-11,1.58387271,0.64137202,NA,6.58757942,NA,NA,NA,0.08148243,0.15046109,-0.17883234,NA,NA,NA,NA,-0.16202737,0.1145088,NA,1.41059049,NA,NA,NA,NA,NA,1.46035488,1.54379069,1.95528707,0.72750266,NA,0.17976758,NA,-0.69262173,0.24401596,0.74000154
2019-01-12,1.58387271,0.64137202,NA,6.58757942,NA,NA,NA,0.08148243,0.15046109,-0.17883234,NA,NA,NA,NA,-0.16202737,0.1145088,NA,1.41059049,NA,NA,NA,NA,NA,1.46035488,1.54379069,1.95528707,0.72750266,NA,0.17976758,NA,-0.69262173,0.24401596,0.74000154
2019-01-13,1.58387271,0.64137202,NA,6.58757942,NA,NA,NA,0.08148243,0.15046109,-0.17883234,NA,NA,NA,NA,-0.16202737,0.1145088,NA,1.41059049,NA,NA,NA,NA,NA,1.46035488,1.54379069,1.95528707,0.72750266,NA,0.17976758,NA,-0.69262173,0.24401596,0.74000154
2019-01-14,1.58387271,0.64137202,NA,6.4335659,NA,NA,NA,-0.00168605,0.12105228,-0.22088631,NA,NA,NA,NA,-0.19563726,0.1145088,NA,1.41059049,NA,NA,NA,NA,NA,1.46035488,1.54379069,1.75912178,0.72750266,NA,0.14193478,NA,-1.36564479,0.24401596,0.74000154
2019-01-15,1.72443515,0.64137202,NA,6.4335659,NA,NA,NA,-0.02009623,0.11421113,-0.23015878,NA,NA,NA,NA,-0.20368564,0.1145088,NA,1.41059049,NA,NA,NA,NA,NA,1.46035488,1.52320837,1.75912178,0.72324569,NA,0.14193478,NA,-1.48185371,0.24401596,0.74000154
2019-01-16,1.72443515,0.61451967,NA,6.4335659,NA,NA,NA,-0.02269941,0.11277519,-0.23305214,NA,NA,NA,NA,-0.19607196,0.11799242,NA,1.41059049,NA,NA,NA,NA,NA,1.46035488,1.56163436,1.8232862,0.72324569,NA,0.13854774,NA,-1.48185371,0.24401596,0.74000154
2019-01-17,1.63995257,0.61451967,NA,6.4335659,NA,NA,NA,-0.03295773,0.11254587,-0.23192367,NA,NA,NA,NA,-0.19620706,0.11799242,NA,1.41059049,NA,NA,NA,NA,NA,1.46035488,1.56163436,1.8232862,0.72324569,NA,0.13854774,NA,-1.48185371,0.24547617,0.77544158
2019-01-18,1.63995257,0.66974207,NA,6.4335659,NA,NA,NA,-0.03262837,0.11273349,-0.23164624,NA,NA,NA,NA,-0.19636159,0.22928386,NA,1.49955824,NA,NA,NA,NA,NA,1.26787475,1.56163436,1.90504012,0.72324569,NA,0.13854774,NA,-1.27087512,0.23824778,0.77002859
2019-01-19,1.63995257,0.66974207,NA,6.4335659,NA,NA,NA,-0.03262837,0.11273349,-0.23164624,NA,NA,NA,NA,-0.19636159,0.22928386,NA,1.49955824,NA,NA,NA,NA,NA,1.26787475,1.56163436,1.90504012,0.72324569,NA,0.13854774,NA,-1.27087512,0.23824778,0.77002859
2019-01-20,1.63995257,0.66974207,NA,6.4335659,NA,NA,NA,-0.03262837,0.11273349,-0.23164624,NA,NA,NA,NA,-0.19636159,0.22928386,NA,1.49955824,NA,NA,NA,NA,NA,1.26787475,1.56163436,1.90504012,0.72324569,NA,0.13854774,NA,-1.27087512,0.23824778,0.77002859
2019-01-21,1.63995257,0.66974207,NA,6.56112236,NA,NA,NA,-0.03262837,0.11273349,-0.23164624,NA,NA,NA,NA,-0.19636159,0.22928386,NA,1.49955824,NA,NA,NA,NA,NA,1.26787475,1.56163436,2.72445333,0.74173051,NA,0.13854774,NA,-1.27087512,0.23824778,0.77002859
2019-01-22,1.63995257,0.62107437,NA,6.56112236,NA,NA,NA,0.02822016,0.13213098,-0.20114312,NA,NA,NA,NA,-0.17535405,0.22928386,NA,1.49955824,NA,NA,NA,NA,NA,1.26787475,1.56163436,2.72445333,0.73727854,NA,0.16065396,NA,-1.27087512,0.24823628,0.77002859
2019-01-23,1.63995257,0.62107437,NA,6.56112236,NA,NA,NA,0.06079561,0.15383345,-0.16268427,NA,NA,NA,NA,-0.14184423,-0.01521141,NA,1.49955824,NA,NA,NA,NA,NA,1.26787475,1.56163436,2.72445333,0.73727854,NA,0.16065396,NA,-1.29896877,0.24823628,0.77002859
2019-01-24,1.60037765,0.61627616,NA,6.56112236,NA,NA,NA,0.06725165,0.11605026,-0.1842495,NA,NA,NA,NA,-0.18178726,-0.01521141,NA,1.49955824,NA,NA,NA,NA,NA,1.32791365,1.56163436,2.60366896,0.73727854,NA,0.1223091,NA,-1.70896967,0.24823628,0.79494487
2019-01-25,1.6412748,0.61627616,NA,6.56112236,NA,NA,NA,0.03884093,0.09975198,-0.15455092,NA,NA,NA,NA,-0.20209233,-0.01521141,NA,1.50785494,NA,NA,NA,NA,NA,1.23119172,1.56163436,2.60366896,0.73727854,NA,0.1223091,NA,-1.61597867,0.25724333,0.79494487
2019-01-26,1.6412748,0.61627616,NA,6.56112236,NA,NA,NA,0.03884093,0.09975198,-0.15455092,NA,NA,NA,NA,-0.20209233,-0.01521141,NA,1.50785494,NA,NA,NA,NA,NA,1.23119172,1.56163436,2.60366896,0.73727854,NA,0.1223091,NA,-1.61597867,0.25724333,0.79494487
2019-01-27,1.6412748,0.61627616,NA,6.56112236,NA,NA,NA,0.03884093,0.09975198,-0.15455092,NA,NA,NA,NA,-0.20209233,-0.01521141,NA,1.50785494,NA,NA,NA,NA,NA,1.23119172,1.56163436,2.60366896,0.73727854,NA,0.1223091,NA,-1.61597867,0.25724333,0.79494487
2019-01-28,1.65478842,0.61627616,NA,6.56112236,NA,NA,NA,0.03884093,0.09975198,-0.15455092,NA,NA,NA,NA,-0.20209233,-0.01521141,NA,1.18597941,NA,NA,NA,NA,NA,1.23119172,1.56163436,2.60366896,0.73727854,NA,0.1223091,NA,-1.61597867,0.25724333,0.79494487
2019-01-29,1.65478842,0.61627616,NA,6.56112236,NA,NA,NA,0.01634759,0.09052245,-0.15581178,NA,NA,NA,NA,-0.21563998,-0.01521141,NA,1.18597941,NA,NA,NA,NA,NA,1.23119172,1.56163436,2.55227789,0.73727854,NA,0.08267018,NA,-1.61597867,0.25724333,0.79167894
2019-01-30,1.65478842,0.61627616,NA,6.56112236,NA,NA,NA,0.0062588,0.07838316,-0.16236011,NA,NA,NA,NA,-0.21930158,0.04889946,NA,1.15046254,NA,NA,NA,NA,NA,1.23119172,1.56163436,2.57732886,0.73655655,NA,0.07961103,NA,-1.81959504,0.24106657,0.79135811
2019-01-31,1.65478842,0.54911074,NA,6.69415977,NA,NA,NA,-0.01421686,0.07244675,-0.1964684,NA,NA,NA,NA,-0.25498025,0.04988772,NA,1.15046254,NA,NA,NA,NA,NA,1.23119172,1.42808371,2.57732886,0.743096,NA,0.07961103,NA,-1.89357856,0.24108924,0.74240384
2019-02-01,1.69743452,0.66289319,NA,6.56449674,NA,NA,NA,-0.01918957,0.04353214,-0.2193902,NA,NA,NA,NA,-0.26505667,-0.30843423,NA,1.08129183,NA,NA,NA,NA,NA,0.99608063,1.37505861,2.63286147,0.74946457,NA,0.05479796,NA,-1.46190225,0.26137484,0.80531737
2019-02-02,1.69743452,0.66289319,NA,6.56449674,NA,NA,NA,-0.01918957,0.04353214,-0.2193902,NA,NA,NA,NA,-0.26505667,-0.30843423,NA,1.08129183,NA,NA,NA,NA,NA,0.99608063,1.37505861,2.63286147,0.74946457,NA,0.05479796,NA,-1.46190225,0.26137484,0.80531737
2019-02-03,1.69743452,0.66289319,NA,6.55433419,NA,NA,NA,-0.04265696,0.03486877,-0.23160723,NA,NA,NA,NA,-0.27436763,-0.30843423,NA,1.08129183,NA,NA,NA,NA,NA,0.99608063,1.37505861,2.63286147,0.74946457,NA,0.05479796,NA,-1.46190225,0.26137484,0.80531737
2019-02-04,1.69743452,0.66289319,NA,6.55433419,NA,NA,NA,-0.04263432,0.03487241,-0.23153419,NA,NA,NA,NA,-0.2743652,-0.30843423,NA,1.08129183,NA,NA,NA,NA,NA,2.56470859,1.37505861,2.67609309,0.73684691,NA,0.05479796,NA,-1.43937022,0.23220742,0.80531737
2019-02-05,1.69743452,0.66289319,NA,6.55433419,NA,NA,NA,-0.05023519,0.03882742,-0.23002472,NA,NA,NA,NA,-0.26934931,-0.30843423,NA,1.12793248,NA,NA,NA,NA,NA,2.58927377,1.37505861,2.67609309,0.74356027,NA,0.05479796,NA,-1.48801424,0.20738555,0.79466133
2019-02-06,1.69743452,0.64354655,NA,6.55433419,NA,NA,NA,-0.05023519,0.03882742,-0.23002472,NA,NA,NA,NA,-0.26934931,-0.30843423,NA,1.15477682,NA,NA,NA,NA,NA,2.58927377,1.37494368,2.67609309,0.74356027,NA,0.05479796,NA,-1.48801424,0.20738555,0.74093492
2019-02-07,1.69743452,0.64354655,NA,6.55433419,NA,NA,NA,-0.02019611,0.06684851,-0.10914387,NA,NA,NA,NA,-0.25258907,-0.30843423,NA,1.15477682,NA,NA,NA,NA,NA,2.58927377,1.2920683,2.67609309,0.72477356,NA,0.05479796,NA,-1.48801424,0.20738555,0.74093492
2019-02-08,1.69743452,0.70641474,NA,6.55433419,NA,NA,NA,0.01121689,0.11678113,-0.092188,NA,NA,NA,NA,-0.2747339,-0.40424577,NA,1.11553724,NA,NA,NA,NA,NA,2.58927377,1.2920683,2.6672643,0.72477356,NA,0.0550045,NA,-1.48801424,0.20738555,0.74093492
2019-02-09,1.69743452,0.70641474,NA,6.55433419,NA,NA,NA,0.01121689,0.11678113,-0.092188,NA,NA,NA,NA,-0.2747339,-0.40424577,NA,1.11553724,NA,NA,NA,NA,NA,2.58927377,1.2920683,2.6672643,0.72477356,NA,0.0550045,NA,-1.48801424,0.20738555,0.74093492
2019-02-10,1.69743452,0.70641474,NA,6.55433419,NA,NA,NA,0.01121689,0.11678113,-0.092188,NA,NA,NA,NA,-0.2747339,-0.40424577,NA,1.11553724,NA,NA,NA,NA,NA,2.58927377,1.2920683,2.6672643,0.72477356,NA,0.0550045,NA,-1.48801424,0.20738555,0.74093492
2019-02-11,1.69743452,0.70641474,NA,6.55433419,NA,NA,NA,0.01090169,0.12485157,-0.01106849,NA,NA,NA,NA,-0.27646727,-0.40424577,NA,1.09423471,NA,NA,NA,NA,NA,2.35761744,1.2920683,2.6672643,0.72681432,NA,0.0550045,NA,-1.38394219,0.1102795,0.74093492
2019-02-12,1.69743452,0.70641474,NA,6.55433419,NA,NA,NA,0.01090169,0.12485157,-0.01106849,NA,NA,NA,NA,-0.27646727,-0.4042639,NA,1.09423471,NA,NA,NA,NA,NA,2.35761744,1.28717963,2.56787028,0.72681432,NA,0.0550045,NA,-1.38394219,0.1102795,0.74093492
2019-02-13,1.53536246,0.70641474,NA,6.55433419,NA,NA,NA,-0.03414156,0.10639825,-0.03506631,NA,NA,NA,NA,-0.29556519,-0.4042639,NA,1.09423471,NA,NA,NA,NA,NA,2.35761744,1.23662787,2.57849413,0.72681432,NA,0.03179294,NA,-1.42477267,0.1102795,0.74093492
2019-02-14,1.53536246,0.63000741,NA,6.69262808,NA,NA,NA,-0.03422411,0.10631162,-0.03661506,NA,NA,NA,NA,-0.29568239,-0.49696874,NA,1.09423471,NA,NA,NA,NA,NA,2.35761744,1.23290374,2.57849413,0.72681432,NA,0.03179294,NA,-1.75737625,0.10847131,0.61741911
2019-02-15,1.55042294,0.37816857,NA,6.69262808,NA,NA,NA,-0.04758226,0.10088302,-0.04330135,NA,NA,NA,NA,-0.33332753,-0.55134154,NA,1.02712002,NA,NA,NA,NA,NA,2.14146744,1.23290374,2.60332376,0.72681432,NA,0.04172545,NA,-1.90052774,0.11188198,0.44774346
2019-02-16,1.55042294,0.37816857,NA,6.69262808,NA,NA,NA,-0.04758226,0.10088302,-0.04330135,NA,NA,NA,NA,-0.33332753,-0.55134154,NA,1.02712002,NA,NA,NA,NA,NA,2.14146744,1.23290374,2.60332376,0.72681432,NA,0.04172545,NA,-1.90052774,0.11188198,0.44774346
2019-02-17,1.55042294,0.37816857,NA,6.69262808,NA,NA,NA,-0.04758226,0.10088302,-0.04330135,NA,NA,NA,NA,-0.33332753,-0.55134154,NA,1.02712002,NA,NA,NA,NA,NA,2.14146744,1.23290374,2.60332376,0.72681432,NA,0.04172545,NA,-1.90052774,0.11188198,0.44774346
2019-02-18,1.79389936,0.37816857,NA,6.69262808,NA,NA,NA,-0.04758226,0.10088302,-0.04330135,NA,NA,NA,NA,-0.33332753,-0.55052906,NA,1.02712002,NA,NA,NA,NA,NA,2.14146744,1.23290374,2.60332376,0.72681432,NA,0.04172545,NA,-1.90052774,0.11188198,0.44774346
2019-02-19,1.79389936,0.37816857,NA,6.69262808,NA,NA,NA,-0.02975411,0.09777026,-0.04179609,NA,NA,NA,NA,-0.36363687,-0.55052906,NA,1.03305843,NA,NA,NA,NA,NA,1.71616996,1.23290374,2.60332376,0.72681432,NA,0.06594368,NA,-1.90052774,0.12186321,0.44774346
2019-02-20,1.79389936,0.37816857,NA,6.69262808,NA,NA,NA,-0.02700228,0.09727906,-0.03917583,NA,NA,NA,NA,-0.3401703,-0.95094589,NA,1.03305843,NA,NA,NA,NA,NA,1.71616996,1.23290374,2.60332376,0.72681432,NA,0.06594368,NA,-1.94490486,0.12186321,0.44774346
2019-02-21,1.79389936,0.3755821,NA,6.69262808,NA,NA,NA,-0.01687512,0.09184606,-0.02740909,NA,NA,NA,NA,-0.32584329,-0.95094589,NA,1.03305843,NA,NA,NA,NA,NA,1.71616996,1.23290374,2.44472272,0.69265603,NA,0.05647814,NA,-2.44067803,0.12186321,0.42933698
2019-02-22,1.78660813,0.37591333,NA,6.69262808,NA,NA,NA,-0.0555733,0.0780184,-0.04571208,NA,NA,NA,NA,-0.33951088,-0.95094589,NA,1.03305843,NA,NA,NA,NA,NA,1.71616996,1.23290374,2.44472272,0.69265603,NA,0.06050406,NA,-2.2374441,0.12019731,0.42933698
2019-02-23,1.78660813,0.37591333,NA,6.69262808,NA,NA,NA,-0.0555733,0.0780184,-0.04571208,NA,NA,NA,NA,-0.33951088,-0.95094589,NA,1.03305843,NA,NA,NA,NA,NA,1.71616996,1.23290374,2.44472272,0.69265603,NA,0.06050406,NA,-2.2374441,0.12019731,0.42933698
2019-02-24,1.78660813,0.37591333,NA,6.69262808,NA,NA,NA,-0.0555733,0.0780184,-0.04571208,NA,NA,NA,NA,-0.33951088,-0.95094589,NA,1.03305843,NA,NA,NA,NA,NA,1.71616996,1.23290374,2.44472272,0.69265603,NA,0.06050406,NA,-2.2374441,0.12019731,0.42933698
2019-02-25,1.77633141,0.37591333,NA,6.69262808,NA,NA,NA,-0.0555733,0.0780184,-0.04571208,NA,NA,NA,NA,-0.33951088,-0.95094589,NA,1.03305843,NA,NA,NA,NA,NA,1.71616996,1.23290374,2.44472272,0.69265603,NA,0.06050406,NA,-2.2374441,0.12019731,0.42933698
2019-02-26,1.77633141,0.37591333,NA,6.69262808,NA,NA,NA,-0.06399696,0.07591312,-0.04701662,NA,NA,NA,NA,-0.34542405,-0.95094589,NA,0.60765347,NA,NA,NA,NA,NA,1.71616996,1.23290374,2.58476605,0.69265603,NA,0.06050406,NA,-2.2374441,0.12019731,0.41761795
2019-02-27,1.77633141,0.37591333,NA,6.69262808,NA,NA,NA,-0.06601642,0.07448641,-0.03735852,NA,NA,NA,NA,-0.34852921,-0.95094589,NA,0.94224834,NA,NA,NA,NA,NA,1.69795114,1.23290374,2.6286057,0.69397846,NA,0.06050406,NA,-2.23313768,0.06284084,0.41761795
2019-02-28,1.26576807,0.37591333,NA,6.57104838,NA,NA,NA,-0.06036796,0.07230407,-0.03062704,NA,NA,NA,NA,-0.350382,-1.04447503,NA,0.94224834,NA,NA,NA,NA,NA,1.69795114,1.26332901,2.6286057,0.68239952,NA,0.07763767,NA,-2.31899734,0.04757067,0.44771909
2019-03-01,0.92475122,0.27663037,NA,6.76826366,NA,NA,NA,-0.03168605,0.07313072,0.0171963,NA,NA,NA,NA,-0.35207934,-1.18042245,NA,0.94251132,NA,NA,NA,NA,NA,1.51054758,1.22200912,2.42777208,0.66515371,NA,0.08912936,NA,-2.43772714,0.04836756,0.38905429
2019-03-02,0.92475122,0.27663037,NA,6.76826366,NA,NA,NA,-0.03168605,0.07313072,0.0171963,NA,NA,NA,NA,-0.35207934,-1.18042245,NA,0.94251132,NA,NA,NA,NA,NA,1.51054758,1.22200912,2.42777208,0.66515371,NA,0.08912936,NA,-2.43772714,0.04836756,0.38905429
2019-03-03,0.92475122,0.27663037,NA,6.76826366,NA,NA,NA,-0.03168605,0.07313072,0.0171963,NA,NA,NA,NA,-0.35207934,-1.18042245,NA,0.94251132,NA,NA,NA,NA,NA,1.51054758,1.22200912,2.42777208,0.66515371,NA,0.08912936,NA,-2.43772714,0.04836756,0.38905429
2019-03-04,0.92475122,0.27663037,NA,6.76826366,NA,NA,NA,-0.03122762,0.07333581,0.02057123,NA,NA,NA,NA,-0.35187483,-1.18042245,NA,0.94814219,NA,NA,NA,NA,NA,1.51054758,1.22200912,2.44518244,0.674552,NA,0.08912936,NA,-2.1361335,0.04385904,0.38905429
2019-03-05,0.92475122,0.27663037,NA,6.6081062,NA,NA,NA,-0.00803305,0.08349132,0.04645341,NA,NA,NA,NA,-0.33196811,-1.18042245,NA,0.97108447,NA,NA,NA,NA,NA,1.58012538,1.11898359,2.44518244,0.67681214,NA,0.08912936,NA,-2.1361335,0.06018217,0.41117138
2019-03-06,0.92475122,0.25672491,NA,6.6081062,NA,NA,NA,-0.00803305,0.08349132,0.04645341,NA,NA,NA,NA,-0.33196811,-1.18042245,NA,0.99075574,NA,NA,NA,NA,NA,1.58012538,1.11686861,2.44518244,0.67681214,NA,0.08912936,NA,-2.1361335,0.06018217,0.37480149
2019-03-07,0.8350575,0.2610063,NA,6.6081062,NA,NA,NA,-0.00655688,0.08350842,0.0479793,NA,NA,NA,NA,-0.33373231,-1.18042245,NA,0.99075574,NA,NA,NA,NA,NA,1.58012538,1.10118011,2.44518244,0.67681214,NA,0.09917695,NA,-2.1361335,0.06018217,0.37480149
2019-03-08,0.8350575,0.24441826,NA,6.26225518,NA,NA,NA,-0.00693972,0.15017694,0.15663016,NA,NA,NA,NA,-0.15080426,-1.05620545,NA,1.03251531,NA,NA,NA,NA,NA,1.58012538,1.10118011,2.44072601,0.70531285,NA,0.09917695,NA,-2.1361335,0.06018217,0.54644386
2019-03-09,0.8350575,0.24441826,NA,6.26225518,NA,NA,NA,-0.00693972,0.15017694,0.15663016,NA,NA,NA,NA,-0.15080426,-1.05620545,NA,1.03251531,NA,NA,NA,NA,NA,1.58012538,1.10118011,2.44072601,0.70531285,NA,0.09917695,NA,-2.1361335,0.06018217,0.54644386
2019-03-10,0.8350575,0.24441826,NA,6.26225518,NA,NA,NA,-0.00693972,0.15017694,0.15663016,NA,NA,NA,NA,-0.15080426,-1.05620545,NA,1.03251531,NA,NA,NA,NA,NA,1.58012538,1.10118011,2.44072601,0.70531285,NA,0.09917695,NA,-2.1361335,0.06018217,0.54644386
2019-03-11,0.8350575,0.24441826,NA,6.26225518,NA,NA,NA,-0.00289905,0.16130529,0.16444164,NA,NA,NA,NA,-0.13660321,-0.98463886,NA,1.03251531,NA,NA,NA,NA,NA,1.58012538,1.10118011,2.44072601,0.70616381,NA,0.09917695,NA,-2.68003522,0.06018217,0.50428309
2019-03-12,1.00201888,0.24441826,NA,6.26225518,NA,NA,NA,-0.00289905,0.16130529,0.16444164,NA,NA,NA,NA,-0.13660321,-0.98463886,NA,1.03251531,NA,NA,NA,NA,NA,1.58012538,1.10118011,2.49795103,0.71048435,NA,0.09917695,NA,-2.68003522,0.28418091,0.50428309
2019-03-13,0.9738957,0.24441826,NA,6.26225518,NA,NA,NA,0.04612438,0.18231861,0.18216867,NA,NA,NA,NA,-0.1172639,-0.95321042,NA,1.06722344,NA,NA,NA,NA,NA,1.58012538,1.09617149,2.5971958,0.71048435,NA,0.1372205,NA,-2.35266197,0.28418091,0.50275072
2019-03-14,0.98095075,0.23133213,NA,6.25325305,NA,NA,NA,0.04612438,0.18231861,0.18216867,NA,NA,NA,NA,-0.1172639,-0.95321042,NA,1.06722344,NA,NA,NA,NA,NA,1.28122534,1.09971863,2.5971958,0.71048435,NA,0.1372205,NA,-2.48751789,0.28470087,0.50275072
2019-03-15,0.98095075,0.32505831,NA,6.25325305,NA,NA,NA,0.05203366,0.18746222,0.18771877,NA,NA,NA,NA,-0.0425513,-0.95321042,NA,1.06789325,NA,NA,NA,NA,NA,1.28122534,1.09971863,2.62229983,0.71048435,NA,0.14019098,NA,-2.61990147,0.28470087,0.48621317
2019-03-16,0.98095075,0.32505831,NA,6.25325305,NA,NA,NA,0.05203366,0.18746222,0.18771877,NA,NA,NA,NA,-0.0425513,-0.95321042,NA,1.06789325,NA,NA,NA,NA,NA,1.28122534,1.09971863,2.62229983,0.71048435,NA,0.14019098,NA,-2.61990147,0.28470087,0.48621317
2019-03-17,0.98095075,0.32505831,NA,6.25325305,NA,NA,NA,0.05203366,0.18746222,0.18771877,NA,NA,NA,NA,-0.0425513,-0.95321042,NA,1.06789325,NA,NA,NA,NA,NA,1.28122534,1.09971863,2.62229983,0.71048435,NA,0.14019098,NA,-2.61990147,0.28470087,0.48621317
2019-03-18,0.93995873,0.32505831,NA,6.25325305,NA,NA,NA,0.06765391,0.1931615,0.19373484,NA,NA,NA,NA,-0.03713439,-0.79311808,NA,1.06789325,NA,NA,NA,NA,NA,1.62815858,1.09971863,2.62229983,0.71048435,NA,0.14019098,NA,-2.61990147,0.28470087,0.48621317
2019-03-19,0.93995873,0.32505831,NA,6.26524857,NA,NA,NA,0.11182485,0.19071636,0.20456506,NA,NA,NA,NA,-0.06819587,-0.79311808,NA,1.06707096,NA,NA,NA,NA,NA,1.62815858,1.09971863,2.62229983,0.71048435,NA,0.15800642,NA,-2.61990147,0.27282285,0.48621317
2019-03-20,0.93995873,0.32505831,NA,6.26524857,NA,NA,NA,0.11297977,0.18944452,0.20557878,NA,NA,NA,NA,-0.05066786,-0.79311808,NA,1.06707096,NA,NA,NA,NA,NA,1.50473298,1.10492105,2.62229983,0.71048435,NA,0.15800642,NA,-2.61990147,0.27282285,0.48621317
2019-03-21,0.93995873,0.32868723,NA,6.26524857,NA,NA,NA,0.11141901,0.18892112,0.20427814,NA,NA,NA,NA,-0.05107011,-0.79311808,NA,1.06707096,NA,NA,NA,NA,NA,1.50473298,1.10492105,2.62229983,0.70157029,NA,0.15800642,NA,-2.59477125,0.27383379,0.49787449
2019-03-22,0.93995873,0.32623816,NA,6.26524857,NA,NA,NA,0.06906191,0.16562817,0.16448935,NA,NA,NA,NA,-0.08506118,-0.79311808,NA,1.06707096,NA,NA,NA,NA,NA,1.50473298,1.10492105,2.50476863,0.70157029,NA,0.14858414,NA,-2.93279223,0.27383379,0.49633887
2019-03-23,0.93995873,0.32623816,NA,6.26524857,NA,NA,NA,0.06906191,0.16562817,0.16448935,NA,NA,NA,NA,-0.08506118,-0.79311808,NA,1.06707096,NA,NA,NA,NA,NA,1.50473298,1.10492105,2.50476863,0.70157029,NA,0.14858414,NA,-2.93279223,0.27383379,0.49633887
2019-03-24,0.93995873,0.32623816,NA,6.26524857,NA,NA,NA,0.06906191,0.16562817,0.16448935,NA,NA,NA,NA,-0.08506118,-0.79311808,NA,1.06707096,NA,NA,NA,NA,NA,1.50473298,1.10492105,2.50476863,0.70157029,NA,0.14858414,NA,-2.93279223,0.27383379,0.49633887
2019-03-25,0.93106192,0.32623816,NA,6.26524857,NA,NA,NA,0.07364188,0.1675521,0.16188269,NA,NA,NA,NA,-0.08177306,-0.79311808,NA,1.06707096,NA,NA,NA,NA,NA,1.50473298,1.10492105,2.50476863,0.70157029,NA,0.14858414,NA,-2.7531556,0.27383379,0.49633887
2019-03-26,1.10100768,0.32623816,NA,6.26524857,NA,NA,NA,0.08117686,0.17343305,0.17134916,NA,NA,NA,NA,-0.0760164,-0.79311808,NA,1.12953957,NA,NA,NA,NA,NA,1.50473298,1.10492105,2.50476863,0.70157029,NA,0.14858414,NA,-2.7531556,0.27383379,0.48238325
2019-03-27,1.07830367,0.35019418,NA,6.26524857,NA,NA,NA,0.11296694,0.17063942,0.20386088,NA,NA,NA,NA,-0.05929187,-0.79311808,NA,0.98360073,NA,NA,NA,NA,NA,1.50473298,1.10492105,2.56936874,0.70157029,NA,0.14858414,NA,-2.7531556,0.26045707,0.46465558
2019-03-28,1.07830367,0.35019418,NA,6.26524857,NA,NA,NA,0.11298815,0.17079817,0.20410113,NA,NA,NA,NA,-0.05912681,-0.69073327,NA,0.98360073,NA,NA,NA,NA,NA,1.39929163,1.10492105,2.44843318,0.74175712,NA,0.14858414,NA,-2.69817734,0.27914778,0.4646695
2019-03-29,1.07830367,0.33239689,NA,6.26524857,NA,NA,NA,0.14596105,0.18050271,0.24547042,NA,NA,NA,NA,-0.05843316,-0.65709182,NA,0.98360073,NA,NA,NA,NA,NA,1.39929163,1.12489916,2.44843318,0.743359,NA,0.16036383,NA,-2.6978374,0.27864483,0.43681046
2019-03-30,1.07830367,0.33239689,NA,6.26524857,NA,NA,NA,0.14596105,0.18050271,0.24547042,NA,NA,NA,NA,-0.05843316,-0.65709182,NA,0.98360073,NA,NA,NA,NA,NA,1.39929163,1.12489916,2.44843318,0.743359,NA,0.16036383,NA,-2.6978374,0.27864483,0.43681046
2019-03-31,1.07830367,0.33239689,NA,6.33585615,NA,NA,NA,0.14596105,0.18050271,0.24547042,NA,NA,NA,NA,-0.05843316,-0.65709182,NA,0.98360073,NA,NA,NA,NA,NA,1.39929163,1.12489916,2.44843318,0.743359,NA,0.16036383,NA,-2.6978374,0.27864483,0.43681046
2019-04-01,0.64719888,0.50989142,NA,6.94725647,NA,NA,NA,0.03823175,-0.00928335,0.11695937,NA,NA,NA,NA,-0.24093981,0.28477861,NA,1.72954687,NA,NA,NA,NA,NA,2.63111328,1.57912143,2.35844165,0.79320014,0.35756865,0.00973332,NA,-1.35143745,0.21822857,0.6625236
2019-04-02,0.7099155,0.50989142,NA,6.94725647,NA,NA,NA,0.03780273,-0.00942798,0.11495161,NA,NA,NA,NA,-0.24107922,0.28477861,NA,1.76608276,NA,NA,NA,NA,NA,2.63111328,1.57912143,2.35844165,0.78209186,0.35756865,0.00973332,NA,-1.35143745,0.2127485,0.66074355
